Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3040,4,0.9067,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mrniceguy awkekwk seri ke emang produk gagal semua mulai dari x juga matot m juga suka matot awkwkw untung gw poco f udah tahun gak matot bro poco f juga udah hampr setahun gw geber game emulator sampe panas aman bro kasihan deh lu doain orang jelek gak terkabul yahahaha
3041,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ryhteamytlu maksa buat gaming sih
3042,2,0.7909,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",captainamericasuper matotnya pas lagi ngerekam kegiatan di luar ruangan bukan lagi main game
3043,5,0.9268,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",pasti user eks tiga pero maen sambil cas lu brok
3044,3,0.1944,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",f di sokin
3045,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jt harga normal
3046,5,0.9545,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kenapa tes nya ga pake wuthering waves padahal processor udah mendukung dan di china sendiri hp ini collab ama wuwa
3047,2,0.6255,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",masih ngungkit x skrg dah x cuy no kasus aman
3048,4,0.8361,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",gk juga sy pake poco x bagus aja kamera lumayan bagus charger cepet cuma menit udah full
3049,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bukannya udah ga gacha lagi atau tetap masih ini
3050,1,0.9649,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",mrniceguykasiann x nfc nihh dah x keknya gw gaanti custom rom mana ada matot mana matotnya poco mana matotnya aowkaowkoakwwokwkwwk
3051,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",matot itu karna pemakaian user yg berlebihan
3052,1,0.6334,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",shogun_yato gw x nfc lbih x gonta ganti custom rom ga matot matot mana matotnya poco mana mana aowkaokaowkwowowkwkk capek gw nungguin dah tahun
3053,5,0.9268,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",azetzy bales wa email youtube no game berlebihan kah itu
3054,1,0.7582,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",matot itu karena chipset teralalu wah tapi cooling sistem biasa aja kocak
3055,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",goodquestin makanya kan gatcha hokian
3056,1,0.7112,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",azetzyya berlebihan juga harusnya ga matot lah dipake kok bukan dibanting ga ada peraturan dari poco nya batas pemakaian ya berarti harusnya ga boleh matot sesama konsumen kok malah nyalah nyalahin belum aja lu ngerasain hp lu beli trus matot malah disalah salahin org
3057,4,0.8679,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ryhteamyt pemuda lucu
3058,0,0.926,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kolaborasi star war mas wkwkkwkwk nonaditaky
3059,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mrniceguylha harganya aja juta bang wkwkwkkwk
3060,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",pinter
3061,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kapten nanggung bang klo harga segitu
3062,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",terserah yg beli pilihan
3063,1,0.696,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",erased
3064,5,0.5669,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kaya itel vid kaya hp murah desainnya tapi gua tetep mau beli kalo ada rezeki lebih
3065,0,0.9127,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kalau aku punya budget segitu pilih poco atau iphone ya
3066,1,0.8957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",erased dia sudah bilang kalo saya dan dia ga nyuruh orang lain
3067,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kapten iya gaada yg salah
3068,3,0.9466,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",brand lain kalo ada iklan pasti spek setara poco untung brand lain gak ada iklan
3069,4,0.6215,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",untuk ukuran harga jutaan maksa user untuk ngakalin blotware iklan kaya gitu sih gak banget harusnya pihak poco diseriusin utk varian ultra ini kalo midrange sih wajar ya
3070,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hp direstart balik lagi muncul iklan
3071,4,0.7555,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tinggal make dns adguard aja udah ilang semua iklan
3072,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ribet kocak beli mahal masih ada iklan
3073,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",beli mahal malah kek ngolah hp murah
3074,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",segawon_lanang sinyal gak stabil pake dns
3075,2,0.8009,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",faridmobiletl punyaq aman bang buat maen pubgm aman jaya
3076,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ya itu opsi buat yg ngluh iklan iklan iklan
3077,3,0.8384,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",perasaan iklannya gak ganggu deh mereka yg ngatain iklan di hp keluarga xiaomi pernah ngalamin langsung gak sih iklannya perasaan gak sebrutal iklan tribun news dah
3078,3,0.5727,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",percuma bang lu ngasih tau kyk gitu yg ujungnya orang pada bilang ribet udah beli hp mahalmahal masih otak atik matiin iklan
3079,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",beli mahalmahal masih ribet ngurusin iklan
3080,3,0.7362,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",buat hp jutaan kebawah masih okelah nyelipin iklan biar harga lebih murah tp udah bayar jt dengan spek yg b aja masih harus setting iklan lagi damn mending xiaomi atau iqoo
3081,4,0.526,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ngga tu gw make f aman aja gada iklandirgapraya
3082,4,0.7555,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",madsteverpdhal tinggal matiin opsi iklan aja beres
3083,5,0.5466,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",dirgapraya serius bang semua device mi di keluarga saya kalo di matiin iklan udah ga bakal ada kecuali di reset hpnya
3084,0,0.5888,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",madsteverwkwkwkw bener banget harga murah pasti ada yang di korbanin dan rata rata yang ngatain iklan belum pernah pake sih kayanya wkwkwk
3085,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bsw_id langsung orang nya dibawah lu bang
3086,3,0.9466,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",randolldisini ga dimatikan juga ga papa kok iklannya juga minim dan gak sampai kek di web yg sampai bisa salah pencet kok
3087,0,0.698,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",fastfestgaming makanya gua juga heran poco f ultra juga menurut gua juga ga papa iklan dikit sebagai subsidi dpt elite dan triple camera paling murah
3088,3,0.8046,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",persetan iklan cmn buka apps tema bawaan file bawan doang wkwk gw pake hp apapun selalu pake dns ad guard bersih aman nyaman dipake no iklan dichrome maupun diapps yg ada iklanya dikira pake xiaomi iklan nongol dimana ya wkwk pdhl enggak ada sm sekali
3089,5,0.9137,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",mavisvermillionv iye mknya ytta aja dah
3090,3,0.7588,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",buzzer xiao ini harusnya sekalian jadi mi t series aja harga lebih murah dari mana kalau nyenggol iqoo yg speknya lebih bagus dikit tu gaada iklan loh dulu mah jelas ada iklan biar murah harga fisiknya skrg cuma dijadiin alasan aja ya
3091,4,0.8166,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jelas lah ini poco seri f
3092,4,0.9903,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bisa jadi nanti setelah video ini iklan nya hilang klw nggak pun masalah nya apa bisa di off kan apalagi poco seri f layar ber lltpo dari yg sudah mau ada atau nggak sama aja bypass charging pun nggak perlu lah charger w isi bbrp menit full lg sot pun lama dari semua hp flagship pun yg mampu mengimbangi suhu poco ultra ini cuma vivo x pro flagship yg lainnya di game genshin rata c bahkan byk youtuber lokal maupun luar negeri ini poco ultra rata c c tahu artinya kan baterai awet yg lainnya pun berfungsi bkn gimmick seperti video kamera ketahanan body ip rating dll nya
3093,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco pula dewa hp oprek umur foreva
3094,3,0.8323,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",setting setting pala kau setting hp dah nembus juta masih mikirin cara ngakalin bloatware yang beli paling fans poco berat kalo user standar sudah banyak polihan yg lebih bagus
3095,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",adamferdian yang mau mau aja bre
3096,3,0.6601,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iya kl hp harga jt ada iklan wajar tp ini jt masih ada iklan
3097,3,0.88,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",randolldisini bukan bisa atau tidak iklan nya di matiinini lebih ke user value for moneymasa iya udah keluar duit jutaan masih harus matiin iklan sendiri masih ada orang yg mau di bodohin sama poco cs
3098,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",harga segitu mesti ribet dulu skip
3099,3,0.9724,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",madsteveritulahh iklan juga cuma di aplikasi bawaan yg jarang dibuka iklan di ig itu lebih mengganggu padahal swipe story dikit dikit iklan tapi haters gonna hate sih
3100,4,0.5398,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",dimasprasetyo yang gua bingung yg bilang beli harga segitu harus ribet dulu itu hape bisa langsung dipakai tanpa harus berlangganan apapun langsung dipakai gak pake ribet
3101,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mau nanya nih emang nya iklan yg sring muncul itu ada pengaruh kah
3102,3,0.9686,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",brand lain ga ada iklan hebat jg genjutsu brand lain ya padahal sekelas samsung aja pas setting awal udh kasih segambreng apps dll faridmobiletl
3103,3,0.6084,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",mending series padnya xiaomi aja jd hape poco bener bersih no iklan
3104,4,0.8957,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",sedikit nambahin ubah region ke chinahongkong matikan opsi msa di otoritas pakai dns adguard jual hapenya beli series t atau flagship xiaomi atau beli brand lain yg no iklan
3105,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",penyepong poco
3106,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",pake dns juga bisa
3107,1,0.484,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",lagian hape juta doang murah la tinggal mattin aja iklannya njir me ding ini dari pada iqoo
3108,0,0.8713,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",madsteveriya bang terlalu lebai masalah iklan pdhal gak terlalu imbas parah dengan fitur yg lebih mantap harga lebih murah dibandingkan merk sebelah dgn chipset sama dan atau yg cuma andelin merk sentil iphone
3109,0,0.7308,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",madsteveremang rela bayar segitu mahal tapi masi ada pop up ads
3110,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",faridmobiletlgausah lebay iklan cm di app bawaan dan bs matiin
3111,0,0.5186,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",andrianms kalau ada brand lain yg bisa ngasih harga lebih murah minimal dengan spek setara triple kamera main tele ultra wide dan sd elite gua dengan yakin gak rela gua lebih gak rela bayar harga segitu bahkan lebih mahal tapi kamera depannya geter dan satu lagi gua bukan pemalas yg gak mau matikan pop up ads yg hanya perlu gua lakukan sekali dalam satu kali pembelian
3112,4,0.8679,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",faridmobiletl dns mu jelek
3113,5,0.3334,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",madstevergua user dari redmi beralih ke t sekarang ke t pro gada masalah sama iklan samasekali
3114,3,0.4909,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",awal dlu pake poco f gt gak ada iklan sama sekali dipake thn dpt update² tau jd ada iklan payah dah
3115,3,0.9169,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",juta masih utak atik buat matiin iklan abis di restart muncul lagi gitu gitu aja teros wasting time kek pengangguran gk ada kerjaan utak atik hp buat ngilangin iklan
3116,5,0.4232,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",dengan plus minus nya
3117,3,0.5588,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",madstever udah gitu iklannya bisa dimatiin loh dan itu bukan fitur yang bakal nyala setiap di restart wkwk settingannya bakal permanen
3118,4,0.669,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",sonimewcatz ekspektasi buyer yang beli device hampir jt gak mau diribetin kyk gnian sih pasang ini pasang itu buka ini buka itu buat matiin iklan buat level di harga sgitu gak ada pengecualian sih buat iklan poco harusnya mikir kesitu
3119,4,0.6111,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ikrimasabriiya bang xiaomi yg beres cuma t series sama flagshipnya doang dulu punya poco f pro matot
3120,4,0.7698,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",emng ada hp juta snapdragon gen elite serius nanya
3121,3,0.4945,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",jitter tuh bang fitur baru
3122,4,0.868,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",stabil poco x nfc gw
3123,2,0.6306,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",iya makanya harga jt cuma buat chipset wkwkwk lagian user yg pemuja chipset jga pasti main emu knp ngg ambil rog ally aja sama beli hp atau flagship second contoh aja gw gw ada rog ally sama ip second gw pake rog ally buat main game pc di luar rumah kaya misal main pes atau main game ke wukong hpnya buat main ml atau pubgm aj ya walupun rog ally mentok jam an doang tpi kan bisa sambil di cas ada hp juga ip irit lagi
3124,1,0.4958,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",hp biasa main di harga juta ke jtaan y kalah saing di jt aja ada hp oppo find x yg bang david aja udh bilang kalo itu jauh lebih bagus all rounded pula
3125,5,0.545,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",denikooopycofind x mana ada harga jutaan di online toko non resmi aja masih jutaan
3126,0,0.5275,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",nambah dikit bng
3127,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",nambah dikit
3128,0,0.8638,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",denikooopyco jutaan kok dikit
3129,5,0.6235,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",dikit bro lagian orang yg bli hp jt udh orang punya duit itu
3130,4,0.6748,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",jt bngblum sama diskon istu aku barusan cek di shoppe mall
3131,0,0.5978,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",denikooopyco ga make sense kalo emang dikit kenapa org banyak yg beli iphone yg udh turun harga ketimbang iphone kan bedanya cuma jutaan
3132,0,0.9613,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",denikooopyco juta dikit kalau harga barangnya jutaan tapi kalau juta ke jutaan ya nambah banyak nambah kok nambah dikit
3133,4,0.9282,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",laftaqausi ya iru menurutku bng ngg sampe
3134,2,0.4333,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",noegrahaya mungkin ngg sabar kali kaya gw gw emng waktu itu kecepetan sih ambil ip kalo gw bli itu karena gw pindah dari poco f gt ke ip karena pas pertengahan jadi harganya waktu itu jga ip masih mahal klo gw skrng mungkin gw ambil aja langsung emng udh pengin ke ios aja sih dri jaman an
3135,4,0.3751,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",pake gcam apa ya bang biar efek jiternya ilang kaya percuma aja kamera bagus punya ois eis tapi hasil nya malah banyak jitter berasa bukan hp mahal
3136,2,0.803,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",kazawir coba pakai gcam lmc dan pasang config iphone stabilizer kalo dari review pakai android lain sih jadi stabil banget videonya
3137,3,0.6427,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ga mau iklan pake nokia aja dek
3138,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",hplu infinik ya
3139,3,0.8218,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iklan seharga jt
